 V1   V2   V3   V4   V5   V6   V7   V8   V9   V10  V11  V12  V13  V14  V15  V16  V17  V18  V19  V20  V21  V22  V23  V24  V25  V26  V27  V28  V29  V30 V31  V32  V33  V34  V35  V36  V37  V38  V39  V40  V41  V42  V43  V44  V45  V46  V47  V48  V49  V50  V51  V52  V53  V54  V55  V56  V57  V58  V59  V60   V61  V62  V63  V64  V65  V66  V67  V68  V69  V70  V71  V72  V73  V74  V75  V76  V77  V78  V79  V80  V81  V82  V83  V84  V85  V86  V87  V88  V89  V90   V91  V92  V93  V94  V95  V96  V97  V98  V99  V100 V101 V102 V103 V104 V105 V106 V107 V108 V109 V110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 V125 V126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160
838.3 85.3 0.708 0.9 9.5 0.91 -9.7 0.874 15 88 -3 3000 19 0 -1 0 0 1 702746.89 7276.09 0.501264 0.81 90.25 0.8281 94.09 0.763876 225 7744 9 9000000 361 589112717.89 620650.477 0.354894912 0.729 857.375 0.753571 -912.673 0.667627624 3375 681472 -27 27000000000 6859 71506.99 593.5164 754.47 7963.85 762.853 -8131.51 732.6742 12574.5 73770.4 -2514.9 2514900 15927.7 60.3924 76.77 810.35 77.623 -827.41 74.5522 1279.5 7506.4 -255.9 255900 1620.7 0.6372 6.726 0.64428 -6.8676 0.618792 10.62 62.304 -2.124 2124 13.452 8.55 0.819 -8.73 0.7866 13.5 79.2 -2.7 2700 17.1 8.645 -92.15 8.303 142.5 836 -28.5 28500 180.5 -8.827 0.79534 13.65 80.08 -2.73 2730 17.29 -8.4778 -145.5 -853.6 29.1 -29100 -184.3 13.11 76.912 -2.622 2622 16.606 1320 -45 45000 285 -264 264000 1672 -9000 -57 57000 -838.3 -85.3 -0.708 -0.9 -9.5 -0.91 9.7 -0.874 -15 -88 3 -3000 -19 0 0 0 -1 0 0 0 0 0 0 15 88 -3 0 0 19 0 0 0 0 0 0 0 -20.15059281 -16.20900553
910.9 87.1 0.873 9.5 8.1 0.86 -9.9 0.855 14 54 7.2 3000 39.5 0 -1 1 0 0 829738.81 7586.41 0.762129 90.25 65.61 0.7396 98.01 0.731025 196 2916 51.84 9000000 1560.25 755809082.03 660776.311 0.665338617 857.375 531.441 0.636056 -970.299 0.625026375 2744 157464 373.248 27000000000 61629.875 79339.39 795.2157 8653.55 7378.29 783.374 -9017.91 778.8195 12752.6 49188.6 6558.48 2732700 35980.55 76.0383 827.45 705.51 74.906 -862.29 74.4705 1219.4 4703.4 627.12 261300 3440.45 8.2935 7.0713 0.75078 -8.6427 0.746415 12.222 47.142 6.2856 2619 34.4835 76.95 8.17 -94.05 8.1225 133 513 68.4 28500 375.25 6.966 -80.19 6.9255 113.4 437.4 58.32 24300 319.95 -8.514 0.7353 12.04 46.44 6.192 2580 33.97 -8.4645 -138.6 -534.6 -71.28 -29700 -391.05 11.97 46.17 6.156 2565 33.7725 756 100.8 42000 553 388.8 162000 2133 21600 284.4 118500 -910.9 -87.1 -0.873 -9.5 -8.1 -0.86 9.9 -0.855 -14 -54 -7.2 -3000 -39.5 0 -1 0 0 14 54 7.2 0 0 0 0 0 0 39.5 0 0 0 0 0 0 0 0 0 -18.45516867 -15.11893544
991.1 14 0.731 9.8 4.6 0.87 9.9 0.925 15 40 31.8 1250 14.8 1 1 0 0 1 982279.21 196 0.534361 96.04 21.16 0.7569 98.01 0.855625 225 1600 1011.24 1562500 219.04 973536925.03 2744 0.390617891 941.192 97.336 0.658503 970.299 0.791453125 3375 64000 32157.432 1953125000 3241.792 13875.4 724.4941 9712.78 4559.06 862.257 9811.89 916.7675 14866.5 39644 31516.98 1238875 14668.28 10.234 137.2 64.4 12.18 138.6 12.95 210 560 445.2 17500 207.2 7.1638 3.3626 0.63597 7.2369 0.676175 10.965 29.24 23.2458 913.75 10.8188 45.08 8.526 97.02 9.065 147 392 311.64 12250 145.04 4.002 45.54 4.255 69 184 146.28 5750 68.08 8.613 0.80475 13.05 34.8 27.666 1087.5 12.876 9.1575 148.5 396 314.82 12375 146.52 13.875 37 29.415 1156.25 13.69 600 477 18750 222 1272 50000 592 39750 470.64 18500 991.1 14 0.731 9.8 4.6 0.87 9.9 0.925 15 40 31.8 1250 14.8 1 0 0 1 0 0 0 0 0 0 15 40 31.8 0 0 14.8 0 0 1 15 40 1250 14 -19.06809003 -17.97856232
958.2 89 0.86 5.2 -5.3 0.85 -9.9 0.919 15 33 28.8 750 7.7 1 1 1 0 0 918147.24 7921 0.7396 27.04 28.09 0.7225 98.01 0.844561 225 1089 829.44 562500 59.29 879768685.37 704969 0.636056 140.608 -148.877 0.614125 -970.299 0.776151559 3375 35937 23887.872 421875000 456.533 85279.8 824.052 4982.64 -5078.46 814.47 -9486.18 880.5858 14373 31620.6 27596.16 718650 7378.14 76.54 462.8 -471.7 75.65 -881.1 81.791 1335 2937 2563.2 66750 685.3 4.472 -4.558 0.731 -8.514 0.79034 12.9 28.38 24.768 645 6.622 -27.56 4.42 -51.48 4.7788 78 171.6 149.76 3900 40.04 -4.505 52.47 -4.8707 -79.5 -174.9 -152.64 -3975 -40.81 -8.415 0.78115 12.75 28.05 24.48 637.5 6.545 -9.0981 -148.5 -326.7 -285.12 -7425 -76.23 13.785 30.327 26.4672 689.25 7.0763 495 432 11250 115.5 950.4 24750 254.1 21600 221.76 5775 958.2 89 0.86 5.2 -5.3 0.85 -9.9 0.919 15 33 28.8 750 7.7 1 1 0 0 15 33 28.8 0 0 0 0 0 0 7.7 0 0 1 0 0 15 33 750 89 -19.19786192 -17.32273534
1065.4 89.7 0.859 0.4 -9.6 0.89 6.9 0.864 12 40 27.1 3000 0.8 0 1 0 1 0 1135077.16 8046.09 0.737881 0.16 92.16 0.7921 47.61 0.746496 144 1600 734.41 9000000 0.64 1209311206.3 721734.273 0.633839779 0.064 -884.736 0.704969 328.509 0.644972544 1728 64000 19902.511 27000000000 0.512 95566.38 915.1786 426.16 -10227.84 948.206 7351.26 920.5056 12784.8 42616 28872.34 3196200 852.32 77.0523 35.88 -861.12 79.833 618.93 77.5008 1076.4 3588 2430.87 269100 71.76 0.3436 -8.2464 0.76451 5.9271 0.742176 10.308 34.36 23.2789 2577 0.6872 -3.84 0.356 2.76 0.3456 4.8 16 10.84 1200 0.32 -8.544 -66.24 -8.2944 -115.2 -384 -260.16 -28800 -7.68 6.141 0.76896 10.68 35.6 24.119 2670 0.712 5.9616 82.8 276 186.99 20700 5.52 10.368 34.56 23.4144 2592 0.6912 480 325.2 36000 9.6 1084 120000 32 81300 21.68 2400 1065.4 89.7 0.859 0.4 -9.6 0.89 6.9 0.864 12 40 27.1 3000 0.8 0 0 1 0 0 0 0 12 40 27.1 0 0 0 0 0.8 0 0 0 0 0 0 0 0 -36.0100547 -26.21250161
810.2 64.7 0.839 7.8 -8.2 0.86 10 0.913 15 56 0.7 3000 10 0 -1 1 0 0 656424.04 4186.09 0.703921 60.84 67.24 0.7396 100 0.833569 225 3136 0.49 9000000 100 531834757.21 270840.023 0.590589719 474.552 -551.368 0.636056 1000 0.761048497 3375 175616 0.343 27000000000 1000 52419.94 679.7578 6319.56 -6643.64 696.772 8102 739.7126 12153 45371.2 567.14 2430600 8102 54.2833 504.66 -530.54 55.642 647 59.0711 970.5 3623.2 45.29 194100 647 6.5442 -6.8798 0.72154 8.39 0.766007 12.585 46.984 0.5873 2517 8.39 -63.96 6.708 78 7.1214 117 436.8 5.46 23400 78 -7.052 -82 -7.4866 -123 -459.2 -5.74 -24600 -82 8.6 0.78518 12.9 48.16 0.602 2580 8.6 9.13 150 560 7 30000 100 13.695 51.128 0.6391 2739 9.13 840 10.5 45000 150 39.2 168000 560 2100 7 30000 -810.2 -64.7 -0.839 -7.8 8.2 -0.86 -10 -0.913 -15 -56 -0.7 -3000 -10 0 -1 0 0 15 56 0.7 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 -19.61602422 -15.65499076
827 2.5 0.922 8.7 9.9 0.9 7.4 0.874 14 91 18 3000 49.9 0 1 1 0 0 683929 6.25 0.850084 75.69 98.01 0.81 54.76 0.763876 196 8281 324 9000000 2490.01 565609283 15.625 0.783777448 658.503 970.299 0.729 405.224 0.667627624 2744 753571 5832 27000000000 124251.499 2067.5 762.494 7194.9 8187.3 744.3 6119.8 722.798 11578 75257 14886 2481000 41267.3 2.305 21.75 24.75 2.25 18.5 2.185 35 227.5 45 7500 124.75 8.0214 9.1278 0.8298 6.8228 0.805828 12.908 83.902 16.596 2766 46.0078 86.13 7.83 64.38 7.6038 121.8 791.7 156.6 26100 434.13 8.91 73.26 8.6526 138.6 900.9 178.2 29700 494.01 6.66 0.7866 12.6 81.9 16.2 2700 44.91 6.4676 103.6 673.4 133.2 22200 369.26 12.236 79.534 15.732 2622 43.6126 1274 252 42000 698.6 1638 273000 4540.9 54000 898.2 149700 827 2.5 0.922 8.7 9.9 0.9 7.4 0.874 14 91 18 3000 49.9 0 1 0 0 14 91 18 0 0 0 0 0 0 49.9 0 0 0 0 0 0 0 0 0 -18.68777618 -18.1015
1150.5 68 0.665 0.5 9 0.94 5.2 0.862 15 92 -2.6 500 5.3 1 -1 1 0 0 1323650.25 4624 0.442225 0.25 81 0.8836 27.04 0.743044 225 8464 6.76 250000 28.09 1522859612.6 314432 0.294079625 0.125 729 0.830584 140.608 0.640503928 3375 778688 -17.576 125000000 148.877 78234 765.0825 575.25 10354.5 1081.47 5982.6 991.731 17257.5 105846 -2991.3 575250 6097.65 45.22 34 612 63.92 353.6 58.616 1020 6256 -176.8 34000 360.4 0.3325 5.985 0.6251 3.458 0.57323 9.975 61.18 -1.729 332.5 3.5245 4.5 0.47 2.6 0.431 7.5 46 -1.3 250 2.65 8.46 46.8 7.758 135 828 -23.4 4500 47.7 4.888 0.81028 14.1 86.48 -2.444 470 4.982 4.4824 78 478.4 -13.52 2600 27.56 12.93 79.304 -2.2412 431 4.5686 1380 -39 7500 79.5 -239.2 46000 487.6 -1300 -13.78 2650 -1150.5 -68 -0.665 -0.5 -9 -0.94 -5.2 -0.862 -15 -92 2.6 -500 -5.3 -1 -1 0 0 15 92 -2.6 0 0 0 0 0 0 5.3 0 0 1 0 0 15 92 500 68 -21.56005247 -17.60575851
1008.8 3.7 0.848 9.9 2.8 0.85 6.8 0.873 15 94 -0.9 3000 1.8 0 -1 1 0 0 1017677.44 13.69 0.719104 98.01 7.84 0.7225 46.24 0.762129 225 8836 0.81 9000000 3.24 1026633001.5 50.653 0.609800192 970.299 21.952 0.614125 314.432 0.665338617 3375 830584 -0.729 27000000000 5.832 3732.56 855.4624 9987.12 2824.64 857.48 6859.84 880.6824 15132 94827.2 -907.92 3026400 1815.84 3.1376 36.63 10.36 3.145 25.16 3.2301 55.5 347.8 -3.33 11100 6.66 8.3952 2.3744 0.7208 5.7664 0.740304 12.72 79.712 -0.7632 2544 1.5264 27.72 8.415 67.32 8.6427 148.5 930.6 -8.91 29700 17.82 2.38 19.04 2.4444 42 263.2 -2.52 8400 5.04 5.78 0.74205 12.75 79.9 -0.765 2550 1.53 5.9364 102 639.2 -6.12 20400 12.24 13.095 82.062 -0.7857 2619 1.5714 1410 -13.5 45000 27 -84.6 282000 169.2 -2700 -1.62 5400 -1008.8 -3.7 -0.848 -9.9 -2.8 -0.85 -6.8 -0.873 -15 -94 0.9 -3000 -1.8 0 -1 0 0 15 94 -0.9 0 0 0 0 0 0 1.8 0 0 0 0 0 0 0 0 0 -23.87799384 -18.97128724
1163.1 65.9 0.765 2.2 7.6 0.88 -9.6 0.909 12 58 27.4 3000 70.2 0 1 0 1 0 1352801.61 4342.81 0.585225 4.84 57.76 0.7744 92.16 0.826281 144 3364 750.76 9000000 4928.04 1573443552.6 286191.179 0.447697125 10.648 438.976 0.681472 -884.736 0.751089429 1728 195112 20570.824 27000000000 345948.408 76648.29 889.7715 2558.82 8839.56 1023.528 -11165.76 1057.2579 13957.2 67459.8 31868.94 3489300 81649.62 50.4135 144.98 500.84 57.992 -632.64 59.9031 790.8 3822.2 1805.66 197700 4626.18 1.683 5.814 0.6732 -7.344 0.695385 9.18 44.37 20.961 2295 53.703 16.72 1.936 -21.12 1.9998 26.4 127.6 60.28 6600 154.44 6.688 -72.96 6.9084 91.2 440.8 208.24 22800 533.52 -8.448 0.79992 10.56 51.04 24.112 2640 61.776 -8.7264 -115.2 -556.8 -263.04 -28800 -673.92 10.908 52.722 24.9066 2727 63.8118 696 328.8 36000 842.4 1589.2 174000 4071.6 82200 1923.48 210600 1163.1 65.9 0.765 2.2 7.6 0.88 -9.6 0.909 12 58 27.4 3000 70.2 0 0 1 0 0 0 0 12 58 27.4 0 0 0 0 70.2 0 0 0 0 0 0 0 0 -19.23441489 -18.40382363
1064 86.9 0.889 9.8 -6.3 0.91 9.9 0.884 14 92 4 450 9.8 1 -1 1 0 0 1132096 7551.61 0.790321 96.04 39.69 0.8281 98.01 0.781456 196 8464 16 202500 96.04 1204550144 656234.909 0.702595369 941.192 -250.047 0.753571 970.299 0.690807104 2744 778688 64 91125000 941.192 92461.6 945.896 10427.2 -6703.2 968.24 10533.6 940.576 14896 97888 4256 478800 10427.2 77.2541 851.62 -547.47 79.079 860.31 76.8196 1216.6 7994.8 347.6 39105 851.62 8.7122 -5.6007 0.80899 8.8011 0.785876 12.446 81.788 3.556 400.05 8.7122 -61.74 8.918 97.02 8.6632 137.2 901.6 39.2 4410 96.04 -5.733 -62.37 -5.5692 -88.2 -579.6 -25.2 -2835 -61.74 9.009 0.80444 12.74 83.72 3.64 409.5 8.918 8.7516 138.6 910.8 39.6 4455 97.02 12.376 81.328 3.536 397.8 8.6632 1288 56 6300 137.2 368 41400 901.6 1800 39.2 4410 -1064 -86.9 -0.889 -9.8 6.3 -0.91 -9.9 -0.884 -14 -92 -4 -450 -9.8 -1 -1 0 0 14 92 4 0 0 0 0 0 0 9.8 0 0 1 0 0 14 92 450 86.9 -19.30257005 -16.18744573
918.8 8.9 0.678 7.3 5 0.91 -9.7 0.856 12 43 22.3 3000 69.5 0 1 0 0 1 844193.44 79.21 0.459684 53.29 25 0.8281 94.09 0.732736 144 1849 497.29 9000000 4830.25 775644932.67 704.969 0.311665752 389.017 125 0.753571 -912.673 0.627222016 1728 79507 11089.567 27000000000 335702.375 8177.32 622.9464 6707.24 4594 836.108 -8912.36 786.4928 11025.6 39508.4 20489.24 2756400 63856.6 6.0342 64.97 44.5 8.099 -86.33 7.6184 106.8 382.7 198.47 26700 618.55 4.9494 3.39 0.61698 -6.5766 0.580368 8.136 29.154 15.1194 2034 47.121 36.5 6.643 -70.81 6.2488 87.6 313.9 162.79 21900 507.35 4.55 -48.5 4.28 60 215 111.5 15000 347.5 -8.827 0.77896 10.92 39.13 20.293 2730 63.245 -8.3032 -116.4 -417.1 -216.31 -29100 -674.15 10.272 36.808 19.0888 2568 59.492 516 267.6 36000 834 958.9 129000 2988.5 66900 1549.85 208500 918.8 8.9 0.678 7.3 5 0.91 -9.7 0.856 12 43 22.3 3000 69.5 0 0 0 1 0 0 0 0 0 0 12 43 22.3 0 0 69.5 0 0 0 0 0 0 0 -19.00210767 -16.76169105
936.9 79.9 0.825 3.8 -2.6 0.94 -8.1 0.864 12 38 34.9 3000 5.6 0 1 0 0 1 877781.61 6384.01 0.680625 14.44 6.76 0.8836 65.61 0.746496 144 1444 1218.01 9000000 31.36 822393590.41 510082.399 0.561515625 54.872 -17.576 0.830584 -531.441 0.644972544 1728 54872 42508.549 27000000000 175.616 74858.31 772.9425 3560.22 -2435.94 880.686 -7588.89 809.4816 11242.8 35602.2 32697.81 2810700 5246.64 65.9175 303.62 -207.74 75.106 -647.19 69.0336 958.8 3036.2 2788.51 239700 447.44 3.135 -2.145 0.7755 -6.6825 0.7128 9.9 31.35 28.7925 2475 4.62 -9.88 3.572 -30.78 3.2832 45.6 144.4 132.62 11400 21.28 -2.444 21.06 -2.2464 -31.2 -98.8 -90.74 -7800 -14.56 -7.614 0.81216 11.28 35.72 32.806 2820 5.264 -6.9984 -97.2 -307.8 -282.69 -24300 -45.36 10.368 32.832 30.1536 2592 4.8384 456 418.8 36000 67.2 1326.2 114000 212.8 104700 195.44 16800 936.9 79.9 0.825 3.8 -2.6 0.94 -8.1 0.864 12 38 34.9 3000 5.6 0 0 0 1 0 0 0 0 0 0 12 38 34.9 0 0 5.6 0 0 0 0 0 0 0 -20.57398413 -19.42198485
1010.5 31.5 0.88 7.8 -8.9 0.92 7.5 0.89 12 52 15.6 750 71.2 1 -1 0 1 0 1021110.25 992.25 0.7744 60.84 79.21 0.8464 56.25 0.7921 144 2704 243.36 562500 5069.44 1031831907.6 31255.875 0.681472 474.552 -704.969 0.778688 421.875 0.704969 1728 140608 3796.416 421875000 360944.128 31830.75 889.24 7881.9 -8993.45 929.66 7578.75 899.345 12126 52546 15763.8 757875 71947.6 27.72 245.7 -280.35 28.98 236.25 28.035 378 1638 491.4 23625 2242.8 6.864 -7.832 0.8096 6.6 0.7832 10.56 45.76 13.728 660 62.656 -69.42 7.176 58.5 6.942 93.6 405.6 121.68 5850 555.36 -8.188 -66.75 -7.921 -106.8 -462.8 -138.84 -6675 -633.68 6.9 0.8188 11.04 47.84 14.352 690 65.504 6.675 90 390 117 5625 534 10.68 46.28 13.884 667.5 63.368 624 187.2 9000 854.4 811.2 39000 3702.4 11700 1110.72 53400 -1010.5 -31.5 -0.88 -7.8 8.9 -0.92 -7.5 -0.89 -12 -52 -15.6 -750 -71.2 -1 0 -1 0 0 0 0 12 52 15.6 0 0 0 0 71.2 0 0 1 0 12 52 750 31.5 -18.64020585 -15.83066361
1197.9 11.9 0.841 0.4 -5.6 0.95 9.8 0.886 12 91 14.4 1250 29.5 1 1 1 0 0 1434964.41 141.61 0.707281 0.16 31.36 0.9025 96.04 0.784996 144 8281 207.36 1562500 870.25 1718943866.7 1685.159 0.594823321 0.064 -175.616 0.857375 941.192 0.695506456 1728 753571 2985.984 1953125000 25672.375 14255.01 1007.4339 479.16 -6708.24 1138.005 11739.42 1061.3394 14374.8 109008.9 17249.76 1497375 35338.05 10.0079 4.76 -66.64 11.305 116.62 10.5434 142.8 1082.9 171.36 14875 351.05 0.3364 -4.7096 0.79895 8.2418 0.745126 10.092 76.531 12.1104 1051.25 24.8095 -2.24 0.38 3.92 0.3544 4.8 36.4 5.76 500 11.8 -5.32 -54.88 -4.9616 -67.2 -509.6 -80.64 -7000 -165.2 9.31 0.8417 11.4 86.45 13.68 1187.5 28.025 8.6828 117.6 891.8 141.12 12250 289.1 10.632 80.626 12.7584 1107.5 26.137 1092 172.8 15000 354 1310.4 113750 2684.5 18000 424.8 36875 1197.9 11.9 0.841 0.4 -5.6 0.95 9.8 0.886 12 91 14.4 1250 29.5 1 1 0 0 12 91 14.4 0 0 0 0 0 0 29.5 0 0 1 0 0 12 91 1250 11.9 -19.35768452 -18.02257599
1167.2 86.7 0.765 7.2 1 0.95 9.5 0.918 12 38 30.6 3000 9.6 0 1 0 1 0 1362355.84 7516.89 0.585225 51.84 1 0.9025 90.25 0.842724 144 1444 936.36 9000000 92.16 1590141736.4 651714.363 0.447697125 373.248 1 0.857375 857.375 0.773620632 1728 54872 28652.616 27000000000 884.736 101196.24 892.908 8403.84 1167.2 1108.84 11088.4 1071.4896 14006.4 44353.6 35716.32 3501600 11205.12 66.3255 624.24 86.7 82.365 823.65 79.5906 1040.4 3294.6 2653.02 260100 832.32 5.508 0.765 0.72675 7.2675 0.70227 9.18 29.07 23.409 2295 7.344 7.2 6.84 68.4 6.6096 86.4 273.6 220.32 21600 69.12 0.95 9.5 0.918 12 38 30.6 3000 9.6 9.025 0.8721 11.4 36.1 29.07 2850 9.12 8.721 114 361 290.7 28500 91.2 11.016 34.884 28.0908 2754 8.8128 456 367.2 36000 115.2 1162.8 114000 364.8 91800 293.76 28800 1167.2 86.7 0.765 7.2 1 0.95 9.5 0.918 12 38 30.6 3000 9.6 0 0 1 0 0 0 0 12 38 30.6 0 0 0 0 9.6 0 0 0 0 0 0 0 0 -21.17111666 -17.91627569
838.3 71.6 0.903 0.6 -1 0.93 -10 0.853 15 97 -3.5 3000 18.1 0 -1 0 0 1 702746.89 5126.56 0.815409 0.36 1 0.8649 100 0.727609 225 9409 12.25 9000000 327.61 589112717.89 367061.696 0.736314327 0.216 -1 0.804357 -1000 0.620650477 3375 912673 -42.875 27000000000 5929.741 60022.28 756.9849 502.98 -838.3 779.619 -8383 715.0699 12574.5 81315.1 -2934.05 2514900 15173.23 64.6548 42.96 -71.6 66.588 -716 61.0748 1074 6945.2 -250.6 214800 1295.96 0.5418 -0.903 0.83979 -9.03 0.770259 13.545 87.591 -3.1605 2709 16.3443 -0.6 0.558 -6 0.5118 9 58.2 -2.1 1800 10.86 -0.93 10 -0.853 -15 -97 3.5 -3000 -18.1 -9.3 0.79329 13.95 90.21 -3.255 2790 16.833 -8.53 -150 -970 35 -30000 -181 12.795 82.741 -2.9855 2559 15.4393 1455 -52.5 45000 271.5 -339.5 291000 1755.7 -10500 -63.35 54300 -838.3 -71.6 -0.903 -0.6 1 -0.93 10 -0.853 -15 -97 3.5 -3000 -18.1 0 0 0 -1 0 0 0 0 0 0 15 97 -3.5 0 0 18.1 0 0 0 0 0 0 0 -20.14721443 -16.07695371
1103.4 72.4 0.9 0.4 8.7 0.94 -6.4 0.924 14 98 12.6 500 25.5 1 -1 0 0 1 1217491.56 5241.76 0.81 0.16 75.69 0.8836 40.96 0.853776 196 9604 158.76 250000 650.25 1343380187.3 379503.424 0.729 0.064 658.503 0.830584 -262.144 0.788889024 2744 941192 2000.376 125000000 16581.375 79886.16 993.06 441.36 9599.58 1037.196 -7061.76 1019.5416 15447.6 108133.2 13902.84 551700 28136.7 65.16 28.96 629.88 68.056 -463.36 66.8976 1013.6 7095.2 912.24 36200 1846.2 0.36 7.83 0.846 -5.76 0.8316 12.6 88.2 11.34 450 22.95 3.48 0.376 -2.56 0.3696 5.6 39.2 5.04 200 10.2 8.178 -55.68 8.0388 121.8 852.6 109.62 4350 221.85 -6.016 0.86856 13.16 92.12 11.844 470 23.97 -5.9136 -89.6 -627.2 -80.64 -3200 -163.2 12.936 90.552 11.6424 462 23.562 1372 176.4 7000 357 1234.8 49000 2499 6300 321.3 12750 -1103.4 -72.4 -0.9 -0.4 -8.7 -0.94 6.4 -0.924 -14 -98 -12.6 -500 -25.5 -1 0 0 -1 0 0 0 0 0 0 14 98 12.6 0 0 25.5 0 0 1 14 98 500 72.4 -19.48721314 -17.66643846
970.7 0.3 0.719 9.7 9.8 0.89 -0.4 0.867 15 80 -0.6 450 61.6 1 -1 0 0 1 942258.49 0.09 0.516961 94.09 96.04 0.7921 0.16 0.751689 225 6400 0.36 202500 3794.56 914650316.24 0.027 0.371694959 912.673 941.192 0.704969 -0.064 0.651714363 3375 512000 -0.216 91125000 233744.896 291.21 697.9333 9415.79 9512.86 863.923 -388.28 841.5969 14560.5 77656 -582.42 436815 59795.12 0.2157 2.91 2.94 0.267 -0.12 0.2601 4.5 24 -0.18 135 18.48 6.9743 7.0462 0.63991 -0.2876 0.623373 10.785 57.52 -0.4314 323.55 44.2904 95.06 8.633 -3.88 8.4099 145.5 776 -5.82 4365 597.52 8.722 -3.92 8.4966 147 784 -5.88 4410 603.68 -0.356 0.77163 13.35 71.2 -0.534 400.5 54.824 -0.3468 -6 -32 0.24 -180 -24.64 13.005 69.36 -0.5202 390.15 53.4072 1200 -9 6750 924 -48 36000 4928 -270 -36.96 27720 -970.7 -0.3 -0.719 -9.7 -9.8 -0.89 0.4 -0.867 -15 -80 0.6 -450 -61.6 -1 0 0 -1 0 0 0 0 0 0 15 80 -0.6 0 0 61.6 0 0 1 15 80 450 0.3 -19.35005672 -15.80987593
870.1 4.4 0.684 1.5 3.6 0.92 -9.9 0.906 15 93 12.8 800 60.3 1 1 0 0 1 757074.01 19.36 0.467856 2.25 12.96 0.8464 98.01 0.820836 225 8649 163.84 640000 3636.09 658730096.1 85.184 0.320013504 3.375 46.656 0.778688 -970.299 0.743677416 3375 804357 2097.152 512000000 219256.227 3828.44 595.1484 1305.15 3132.36 800.492 -8613.99 788.3106 13051.5 80919.3 11137.28 696080 52467.03 3.0096 6.6 15.84 4.048 -43.56 3.9864 66 409.2 56.32 3520 265.32 1.026 2.4624 0.62928 -6.7716 0.619704 10.26 63.612 8.7552 547.2 41.2452 5.4 1.38 -14.85 1.359 22.5 139.5 19.2 1200 90.45 3.312 -35.64 3.2616 54 334.8 46.08 2880 217.08 -9.108 0.83352 13.8 85.56 11.776 736 55.476 -8.9694 -148.5 -920.7 -126.72 -7920 -596.97 13.59 84.258 11.5968 724.8 54.6318 1395 192 12000 904.5 1190.4 74400 5607.9 10240 771.84 48240 870.1 4.4 0.684 1.5 3.6 0.92 -9.9 0.906 15 93 12.8 800 60.3 1 0 0 1 0 0 0 0 0 0 15 93 12.8 0 0 60.3 0 0 1 15 93 800 4.4 -19.79900694 -18.12280085
809 28.5 0.706 4.1 -9.8 0.93 9.9 0.855 15 46 0.5 3000 29.7 1 -1 0 0 1 654481 812.25 0.498436 16.81 96.04 0.8649 98.01 0.731025 225 2116 0.25 9000000 882.09 529475129 23149.125 0.351895816 68.921 -941.192 0.804357 970.299 0.625026375 3375 97336 0.125 27000000000 26198.073 23056.5 571.154 3316.9 -7928.2 752.37 8009.1 691.695 12135 37214 404.5 2427000 24027.3 20.121 116.85 -279.3 26.505 282.15 24.3675 427.5 1311 14.25 85500 846.45 2.8946 -6.9188 0.65658 6.9894 0.60363 10.59 32.476 0.353 2118 20.9682 -40.18 3.813 40.59 3.5055 61.5 188.6 2.05 12300 121.77 -9.114 -97.02 -8.379 -147 -450.8 -4.9 -29400 -291.06 9.207 0.79515 13.95 42.78 0.465 2790 27.621 8.4645 148.5 455.4 4.95 29700 294.03 12.825 39.33 0.4275 2565 25.3935 690 7.5 45000 445.5 23 138000 1366.2 1500 14.85 89100 -809 -28.5 -0.706 -4.1 9.8 -0.93 -9.9 -0.855 -15 -46 -0.5 -3000 -29.7 -1 0 0 -1 0 0 0 0 0 0 15 46 0.5 0 0 29.7 0 0 1 15 46 3000 28.5 -19.22074521 -15.73147363
1129.9 70.9 0.75 9.9 -0.5 0.88 3.9 0.92 15 80 -4.7 3000 39.5 1 -1 0 0 1 1276674.01 5026.81 0.5625 98.01 0.25 0.7744 15.21 0.8464 225 6400 22.09 9000000 1560.25 1442513963.9 356400.829 0.421875 970.299 -0.125 0.681472 59.319 0.778688 3375 512000 -103.823 27000000000 61629.875 80109.91 847.425 11186.01 -564.95 994.312 4406.61 1039.508 16948.5 90392 -5310.53 3389700 44631.05 53.175 701.91 -35.45 62.392 276.51 65.228 1063.5 5672 -333.23 212700 2800.55 7.425 -0.375 0.66 2.925 0.69 11.25 60 -3.525 2250 29.625 -4.95 8.712 38.61 9.108 148.5 792 -46.53 29700 391.05 -0.44 -1.95 -0.46 -7.5 -40 2.35 -1500 -19.75 3.432 0.8096 13.2 70.4 -4.136 2640 34.76 3.588 58.5 312 -18.33 11700 154.05 13.8 73.6 -4.324 2760 36.34 1200 -70.5 45000 592.5 -376 240000 3160 -14100 -185.65 118500 -1129.9 -70.9 -0.75 -9.9 0.5 -0.88 -3.9 -0.92 -15 -80 4.7 -3000 -39.5 -1 0 0 -1 0 0 0 0 0 0 15 80 -4.7 0 0 39.5 0 0 1 15 80 3000 70.9 -19.03077437 -15.58805581
